published,channel_title,channel_id,title,url,video_id,description,viewCount,likeCount,commentCount,duration
2025-09-23T05:00:22Z,20VC with Harry Stebbings,UCf0PBRjhf0rF8fWBIxTuoWA,Anthropic: “$60BN is Cheap”,https://www.youtube.com/watch?v=NOBAKDgbOjg,NOBAKDgbOjg,"#20VC with General Catalyst Co-Founder & CEO Hemant Taneja. Link in bio.
—
#HarryStebbings #Business #shorts",8003,131,2,PT41S
2025-09-23T09:00:01Z,Sequoia Capital,UCWrF0oN6unbXrWsTN7RctTw,Why Businesses Are Rejecting the AI They’ve Asked For ft Agency CEO Elias Torres,https://www.youtube.com/watch?v=0cczp_HQPAQ,0cczp_HQPAQ,"Elias Torres has been building AI systems since 1999, from chatbots at IBM to co-founding Drift and now Agency. He believes businesses are caught in an expectation mismatch—demanding AI while rejecting it due to imperfection anxiety. Drawing from his experience scaling HubSpot, Elias explains why human-led customer experience doesn’t scale and how Agency is building AI-first solutions that work autonomously. His contrarian approach focuses on the back-end customer experience rather than front-end AI SDRs, aiming to “deprogram the entire business world” from inefficient human-dependent processes.

Hosted by: Sonya Huang and Pat Grady, Sequoia Capital

00:00 Introduction 
01:50 AI and Customer Expectations
03:36 Managing Emails with AI
07:21 Elias' Personal Journey
11:27 Early Career
14:28 Joining HubSpot and Scaling Challenges
16:31 Hiring Exceptional Talent
18:53 Founding Drift
20:27 Pivoting to Success with Drift
21:41 Drift's Chatbot Innovation
22:09 Challenges and Limitations of Dri …",2503,53,6,PT44M50S
2025-09-23T12:01:31Z,Latent Space,UCxBcwypKK-W3GHd_RZ9FZrQ,AI's Role in Enterprise Systems,https://www.youtube.com/watch?v=frj5usAbhZ4,frj5usAbhZ4,,164,4,0,PT45S
2025-09-23T12:01:43Z,Latent Space,UCxBcwypKK-W3GHd_RZ9FZrQ,Prioritizing AI Use Cases,https://www.youtube.com/watch?v=no3Uj-MxWg0,no3Uj-MxWg0,,611,2,0,PT49S
2025-09-23T14:02:19Z,20VC with Harry Stebbings,UCf0PBRjhf0rF8fWBIxTuoWA,Why Companies Fail to Adopt AI,https://www.youtube.com/watch?v=i9vqgvzaIZQ,i9vqgvzaIZQ,"#20VC with General Catalyst Co-Founder & CEO Hemant Taneja. Link in bio.
—
#HarryStebbings #Business #shorts",4869,183,1,PT52S
2025-09-23T14:15:03Z,Masters of Scale,UCiemDAS1bXMBTx3jIIOukFg,A #startup founder’s journey through #grief and growth | Masters of Scale,https://www.youtube.com/watch?v=5u8dBVjI9NY,5u8dBVjI9NY,"In this deeply personal story, Janice Omadeke, founder of The Mentor Method, shares how her mother’s final words and enduring support became the foundation for her entrepreneurial journey.

At the height of balancing her start-up dream with her mother’s cancer diagnosis, Janice faced the toughest decisions of her life. From traveling back and forth between Austin and D.C. to making sure she was present for chemo appointments, Janice pushed forward with the drive to make her mom proud. Just days after her mother’s passing, she secured her company’s first big win — and received a letter her mom had written, addressed to “Janice and The Mentor Method.”

📫 THE MASTERS OF SCALE NEWSLETTER
35,000+ read our free weekly newsletter packed with insights from the world’s most iconic business leaders. Sign up: https://hubs.la/Q01RPQH-0

🎧 LISTEN TO THE PODCAST
Apple Podcasts: https://mastersofscale.com/ApplePodcasts
Spotify: https://mastersofscale.com/Spotify

💻 LEARN MORE
Our website: https://mas …",80,0,0,PT59S
2025-09-23T14:16:29Z,Greylock,UCZ7x7yDBbEFCGztD8BYvRhA,Greylock Change Agents: Agentic AI in Cybersecurity with Abnormal AI and Cogent Security,https://www.youtube.com/watch?v=WyHE6s7JjUk,WyHE6s7JjUk,"Greylock Change Agents is a speaker series that explores the cutting edge of agentic AI. In this session, Evan Resier, Co-founder & CEO of Abnormal AI and Vineet Edupuganti, Co-founder & CEO of Cogent Security discuss agentic AI in cybersecurity. 

TIMESTAMPS
0:00 - Teaser
0:28 - Intro
1:02 - Speaker backgrounds
2:36 - How Even and Vineet met
4:14 - Attack landscape shift
6:25 - Agentic reasoning in products
10:23 - Agent use cases
13:01 - Adopting agentic security
14:44 - Enterprise adoption
17:15 - Trust and human interaction
21:28 - Future agentic capabilities
23:32 - 5-year usage outlook
25:47 - AI impact on workflow 
29:42 - Team building and culture
33:12 - Leadership traits
35:01 - Learnings from Abnormal

More on Evan: 
https://www.linkedin.com/in/evanreiser/
https://x.com/evanreiser
https://abnormal.ai/

More on Vineet: 
https://www.linkedin.com/in/vineetedupuganti/
https://x.com/vineete_5
https://www.cogent.security/

More on Corinne: 
https://www.linkedin.com/in/corinne-mari …",161,5,0,PT37M46S
2025-09-23T15:32:22Z,Lightspeed Venture Partners,UCwBTFE_6Bsb_EtmXlW2aTlg,Kayvon Beykpour on the Generative Now Podcast,https://www.youtube.com/watch?v=8mCBl54-OA0,8mCBl54-OA0,"Kayvon Beykpour, CEO of Lightspeed-backed Macroscope, on the Generative Now Podcast #shorts",1527,5,0,PT25S
2025-09-23T18:01:07Z,a16z,UC9cn0TuPq4dnbTY-CBsm8XA,America's Autism Crisis and How AI Can Fix Science with NIH Director Jay Bhattacharya,https://www.youtube.com/watch?v=wfBN1fOd-e8,wfBN1fOd-e8,"Dr. Jay Bhattacharya is one of the country’s top medical experts and a 24-year professor of medicine at Stanford. After being censored and deplatformed during COVID for his role in opposing harsh lockdowns, he was appointed Director of the National Institutes of Health by President Trump in 2025.

a16z General Partners Erik Torenberg, Vineeta Agarwala, and Jorge Conde join Dr. Bhattacharya to discuss the administration’s role in tackling the autism crisis, how to restore public trust in health authorities, how to make the NIH more dynamic and efficient, and how to streamline publishing and restore academic freedom.

Timecodes: 
00:00  Introduction
00:59  Autism Research Initiatives Announced
02:01  New Findings: Leucovorin and Tylenol in Pregnancy
04:40  Addressing Preterm Birth & Broader Health Concerns
06:10  The Replication Crisis in Science
09:26  NIH Funding, Grant Review, and the Silicon Valley Spirit
12:47  Grant and Review Process
14:26  Portfolio Management & Allocation at NIH …",760,,7,PT59M
2025-09-23T18:03:53Z,All-In Podcast,UCESLZhusAkFfsNsApnjF_Cg,Chamath: Charlie Kirk was absolutely right about America’s youth,https://www.youtube.com/watch?v=2fTx1ka8BUA,2fTx1ka8BUA,"Subscribe to All-In: https://www.youtube.com/@allin?sub_confirmation=1

Full episode: https://youtu.be/1X6xwxQRXlY

Follow the besties: 
https://x.com/chamath
https://x.com/Jason
https://x.com/DavidSacks
https://x.com/friedberg

Follow on X:
https://x.com/theallinpod

Follow on Instagram:
https://www.instagram.com/theallinpod

Follow on TikTok:
https://www.tiktok.com/@theallinpod

Follow on LinkedIn: 
https://www.linkedin.com/company/allinpod

Intro Music Credit:
https://rb.gy/tppkzl
https://x.com/yung_spielburg

Intro Video Credit:
https://x.com/TheZachEffect

#allin #tech #news",10069,358,13,PT52S
